season,date,age,team_played,game_type,venue,opponent,win_lose,point_difference,game_started,minutes_played,fieldgoal,fieldgoal_attempts,fieldgoal_percent,3pointers,3pointers_attempts,3pointers_percent,freethrows,freethrows_attempt,freethrow_percent,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
5,4/6/2001,22,los angeles lakers,season,home,boston celtics,w,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5,4/8/2001,22,los angeles lakers,season,home,minnesota timberwolves,w,5,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
5,4/10/2001,22,los angeles lakers,season,away,phoenix suns,w,26,1,34:56,7,14,0.5,0,1,0,6,8,0.75,1,2,3,4,6,0,1,3,20
5,4/12/2001,22,los angeles lakers,season,away,minnesota timberwolves,w,17,1,37:25,14,24,0.583,0,0,,2,3,0.667,0,5,5,9,1,0,1,2,30
5,4/15/2001,22,los angeles lakers,season,away,portland trailbrazers,w,5,1,45:00,9,21,0.429,0,2,0,7,10,0.7,0,4,4,7,1,1,1,4,25
5,4/17/2001,22,los angeles lakers,season,away,denver nuggets,w,17,1,33:15,7,13,0.538,1,2,0.5,11,13,0.846,0,5,5,5,2,0,2,2,26
5,4/22/2001,22,los angeles lakers,playoff,away,portland trailbrazers,w,13,1,40:58,9,20,0.45,1,2,0.5,9,12,0.75,1,5,6,7,2,0,0,4,28
5,4/26/2001,22,los angeles lakers,playoff,away,portland trailbrazers,w,18,1,34:55,8,11,0.727,1,2,0.5,8,10,0.8,2,1,3,7,3,0,3,3,25
5,4/29/2001,22,los angeles lakers,playoff,home,portland trailbrazers,w,13,1,42:39,9,23,0.391,0,2,0,4,6,0.667,1,3,4,9,2,0,3,4,22
5,5/6/2001,22,los angeles lakers,playoff,away,sacramento kings,w,3,1,39:13,10,23,0.435,0,1,0,9,11,0.818,3,1,4,5,0,0,5,4,29
5,5/8/2001,22,los angeles lakers,playoff,away,sacramento kings,w,6,1,47:07,9,19,0.474,0,2,0,9,10,0.9,1,8,9,5,1,1,4,4,27
5,5/11/2001,22,los angeles lakers,playoff,home,sacramento kings,w,22,1,38:54,10,22,0.455,0,1,0,16,19,0.842,0,7,7,4,2,0,5,4,36
5,5/13/2001,22,los angeles lakers,playoff,home,sacramento kings,w,6,1,48:00,15,29,0.517,1,1,1,17,19,0.895,9,7,16,3,2,1,2,2,48
5,5/19/2001,22,los angeles lakers,playoff,home,san antonio spurs,w,14,1,46:53,19,35,0.543,1,2,0.5,6,8,0.75,1,9,10,3,1,1,4,4,45
5,5/21/2001,22,los angeles lakers,playoff,home,san antonio spurs,w,7,1,47:20,11,24,0.458,1,4,0.25,5,6,0.833,1,6,7,6,2,1,2,4,28
5,5/25/2001,22,los angeles lakers,playoff,away,san antonio spurs,w,39,1,39:36,14,27,0.519,2,4,0.5,6,9,0.667,5,4,9,8,1,0,3,1,36
5,5/27/2001,22,los angeles lakers,playoff,away,san antonio spurs,w,29,1,33:50,10,19,0.526,1,4,0.25,3,3,1,0,2,2,11,2,1,2,4,24
5,6/6/2001,22,los angeles lakers,playoff,away,philadelphia 76ers,l,-6,1,52:05,7,22,0.318,0,0,,1,1,1,0,3,3,5,1,3,6,4,15
5,6/8/2001,22,los angeles lakers,playoff,away,philadelphia 76ers,w,9,1,47:27,11,23,0.478,1,2,0.5,8,8,1,1,7,8,6,2,2,2,4,31
5,6/10/2001,22,los angeles lakers,playoff,home,philadelphia 76ers,w,5,1,48:00,13,30,0.433,0,2,0,6,6,1,0,6,6,3,2,0,3,2,32
5,6/13/2001,22,los angeles lakers,playoff,home,philadelphia 76ers,w,14,1,42:41,6,13,0.462,0,2,0,7,12,0.583,2,8,10,9,1,1,4,2,19
5,6/15/2001,22,los angeles lakers,playoff,home,philadelphia 76ers,w,12,1,43:56,7,18,0.389,2,3,0.667,10,11,0.909,2,10,12,6,1,1,3,3,26
6,10/30/2001,23,los angeles lakers,season,away,portland trailbrazers,w,11,1,42:36,11,24,0.458,1,1,1,6,8,0.75,2,5,7,4,3,1,2,0,29
6,11/1/2001,23,los angeles lakers,season,home,utah jazz,w,4,1,43:03,11,22,0.5,1,3,0.333,16,19,0.842,1,5,6,8,3,1,2,3,39
6,11/2/2001,23,los angeles lakers,season,away,phoenix suns,w,23,1,37:40,9,14,0.643,0,0,,6,7,0.857,3,3,6,9,2,1,7,4,24
6,11/4/2001,23,los angeles lakers,season,away,utah jazz,w,4,1,44:17,13,21,0.619,0,0,,12,15,0.8,1,5,6,7,3,1,5,5,38
6,11/9/2001,23,los angeles lakers,season,away,memphis grizzlies,w,24,1,33:01,5,15,0.333,1,2,0.5,2,2,1,1,5,6,7,5,3,2,0,13
6,11/11/2001,23,los angeles lakers,season,away,orlando magic,w,13,1,32:54,8,13,0.615,0,0,,12,14,0.857,2,3,5,8,1,1,4,6,28
6,11/15/2001,23,los angeles lakers,season,home,houston rockets,w,1,1,49:19,13,27,0.481,0,2,0,5,5,1,2,1,3,5,1,0,2,3,31
6,11/16/2001,23,los angeles lakers,season,home,phoenix suns,l,-12,1,42:13,5,15,0.333,1,3,0.333,7,8,0.875,1,2,3,5,2,0,2,2,18
6,11/18/2001,23,los angeles lakers,season,away,sacramento kings,w,8,1,42:30,10,19,0.526,0,0,,9,10,0.9,2,3,5,8,1,0,4,3,29
6,11/20/2001,23,los angeles lakers,season,home,los angeles clippers,w,5,1,41:39,7,14,0.5,3,3,1,8,10,0.8,0,4,4,12,3,1,4,2,25
6,11/21/2001,23,los angeles lakers,season,home,denver nuggets,w,21,1,36:53,9,15,0.6,1,2,0.5,5,6,0.833,3,10,13,7,2,0,4,4,24
6,11/23/2001,23,los angeles lakers,season,away,golden state warriors,w,16,1,26:33,11,14,0.786,0,1,0,6,6,1,2,1,3,3,2,0,1,4,28
6,11/25/2001,23,los angeles lakers,season,away,denver nuggets,w,7,1,40:11,10,19,0.526,0,1,0,5,7,0.714,0,7,7,7,2,0,1,1,25
6,11/27/2001,23,los angeles lakers,season,away,milwaukee bucks,w,19,1,38:49,11,23,0.478,3,4,0.75,8,10,0.8,4,4,8,4,1,1,1,4,33
6,11/30/2001,23,los angeles lakers,season,home,seattle supersonics,w,15,1,34:24,10,19,0.526,0,4,0,10,11,0.909,1,2,3,3,1,0,3,4,30
6,12/1/2001,23,los angeles lakers,season,away,minnesota timberwolves,w,26,1,26:32,6,15,0.4,1,1,1,5,6,0.833,0,3,3,5,2,0,0,1,18
6,12/5/2001,23,los angeles lakers,season,away,dallas mavericks,w,4,1,42:07,9,23,0.391,0,2,0,1,2,0.5,2,7,9,5,3,0,4,1,19
6,12/7/2001,23,los angeles lakers,season,home,sacramento kings,l,-6,1,41:26,9,23,0.391,0,4,0,5,5,1,2,4,6,3,0,0,2,3,23
6,12/11/2001,23,los angeles lakers,season,away,seattle supersonics,l,-11,1,37:51,7,23,0.304,0,3,0,2,3,0.667,1,2,3,1,0,0,1,5,16
6,12/14/2001,23,los angeles lakers,season,away,los angeles clippers,w,30,1,37:39,9,18,0.5,0,1,0,7,7,1,0,4,4,7,3,2,3,3,25
6,12/16/2001,23,los angeles lakers,season,away,golden state warriors,w,16,1,31:57,10,12,0.833,0,1,0,8,9,0.889,0,5,5,3,2,1,1,2,28
6,12/20/2001,23,los angeles lakers,season,home,houston rockets,w,6,1,42:29,9,26,0.346,1,1,1,8,8,1,2,3,5,5,1,1,2,3,27
6,12/21/2001,23,los angeles lakers,season,home,memphis grizzlies,l,-6,1,36:56,15,23,0.652,1,4,0.25,5,5,1,0,4,4,6,0,0,3,3,36
6,12/25/2001,23,los angeles lakers,season,away,philadelphia 76ers,w,6,1,42:10,6,19,0.316,0,2,0,0,0,,0,11,11,9,0,0,3,1,12
6,12/26/2001,23,los angeles lakers,season,home,golden state warriors,l,-11,1,40:39,17,28,0.607,3,7,0.429,2,2,1,0,2,2,5,1,0,3,3,39
6,12/28/2001,23,los angeles lakers,season,away,toronto rapters,l,-3,1,40:04,9,24,0.375,2,3,0.667,6,9,0.667,2,6,8,6,1,0,5,1,26
6,12/30/2001,23,los angeles lakers,season,away,houston rockets,w,24,1,30:52,7,17,0.412,0,2,0,2,2,1,0,2,2,11,0,0,1,2,16
6,1/2/2002,23,los angeles lakers,season,home,denver nuggets,w,1,1,35:57,11,22,0.5,0,0,,6,7,0.857,3,5,8,3,3,0,3,2,28
6,1/4/2002,23,los angeles lakers,season,away,phoenix suns,w,32,1,30:05,7,15,0.467,0,1,0,4,5,0.8,0,3,3,6,0,1,3,3,18
6,1/6/2002,23,los angeles lakers,season,home,toronto rapters,w,20,1,36:12,12,20,0.6,0,0,,7,9,0.778,3,4,7,2,3,0,4,2,31
6,1/8/2002,23,los angeles lakers,season,home,detroit pistons,w,29,1,27:57,8,17,0.471,0,1,0,4,4,1,2,2,4,6,1,0,0,3,20
6,1/9/2002,23,los angeles lakers,season,home,indian pacers,w,19,1,35:02,11,22,0.5,1,1,1,8,14,0.571,2,6,8,4,3,0,3,2,31
6,1/11/2002,23,los angeles lakers,season,home,minnesota timberwolves,l,-18,1,38:19,9,27,0.333,0,2,0,5,6,0.833,1,2,3,5,0,0,2,3,23
6,1/12/2002,23,los angeles lakers,season,home,chicago bulls,l,-2,1,47:29,9,25,0.36,0,2,0,8,11,0.727,3,2,5,9,3,0,7,5,26
6,1/14/2002,23,los angeles lakers,season,away,memphis grizzlies,w,39,1,34:16,21,34,0.618,3,6,0.5,11,12,0.917,3,2,5,4,1,0,0,1,56
6,1/16/2002,23,los angeles lakers,season,away,miami heat,l,-6,1,39:51,12,30,0.4,0,3,0,5,7,0.714,4,4,8,7,1,0,3,2,29
6,1/19/2002,23,los angeles lakers,season,home,san antonio spurs,w,17,1,38:29,11,25,0.44,1,2,0.5,5,7,0.714,2,5,7,5,2,1,1,1,28
6,1/22/2002,23,los angeles lakers,season,away,denver nuggets,l,-16,1,39:08,6,14,0.429,0,2,0,3,3,1,0,7,7,6,2,0,5,4,15
6,1/23/2002,23,los angeles lakers,season,home,los angeles clippers,l,-5,1,38:47,11,25,0.44,0,2,0,5,6,0.833,0,2,2,4,1,1,0,3,27
6,1/25/2002,23,los angeles lakers,season,away,san antonio spurs,w,3,1,40:26,9,19,0.474,0,0,,9,9,1,0,3,3,6,0,0,3,4,27
6,1/27/2002,23,los angeles lakers,season,home,philadelphia 76ers,l,-6,1,36:44,8,17,0.471,0,0,,4,5,0.8,1,1,2,3,1,1,1,4,20
6,1/29/2002,23,los angeles lakers,season,home,atlanta hawks,w,34,1,27:12,13,20,0.65,0,1,0,6,6,1,3,1,4,2,0,0,2,3,32
6,1/30/2002,23,los angeles lakers,season,home,orlando magic,w,18,1,45:12,9,23,0.391,0,1,0,5,8,0.625,2,6,8,4,1,0,2,1,23
6,2/1/2002,23,los angeles lakers,season,home,memphis grizzlies,w,15,1,37:07,5,13,0.385,0,2,0,3,4,0.75,1,3,4,6,2,0,3,2,13
6,2/3/2002,23,los angeles lakers,season,home,dallas mavericks,w,7,1,39:47,11,25,0.44,0,2,0,2,2,1,2,8,10,6,2,1,2,5,24
6,2/6/2002,23,los angeles lakers,season,away,chicago bulls,l,-8,1,41:21,14,26,0.538,1,2,0.5,9,10,0.9,3,5,8,1,1,2,8,2,38
6,2/12/2002,23,los angeles lakers,season,away,washington wizards,w,9,1,43:04,9,20,0.45,0,1,0,5,9,0.556,1,10,11,15,1,1,2,3,23
6,2/14/2002,23,los angeles lakers,season,home,seattle supersonics,w,5,1,42:09,8,21,0.381,0,0,,7,10,0.7,4,3,7,10,2,1,1,2,23
6,2/15/2002,23,los angeles lakers,season,away,atlanta hawks,l,-3,1,42:28,7,13,0.538,0,1,0,7,11,0.636,1,1,2,10,2,1,6,2,21
6,2/17/2002,23,los angeles lakers,season,home,portland trailbrazers,l,-6,1,42:59,11,26,0.423,0,4,0,6,6,1,2,3,5,2,1,1,3,5,28
6,2/19/2002,23,los angeles lakers,season,away,boston celtics,l,-1,1,40:54,11,25,0.44,1,2,0.5,4,5,0.8,2,2,4,9,1,0,2,5,27
6,2/21/2002,23,los angeles lakers,season,home,cleveland cavaliers,w,7,1,40:04,13,24,0.542,0,1,0,6,11,0.545,1,5,6,6,2,0,2,3,32
6,2/22/2002,23,los angeles lakers,season,home,charlotte hornets,w,2,1,43:58,8,19,0.421,0,3,0,5,6,0.833,4,5,9,6,3,1,5,3,21
6,2/24/2002,23,los angeles lakers,season,home,new york knicks,w,16,1,41:35,10,18,0.556,1,1,1,6,6,1,2,4,6,5,3,0,3,3,27
6,2/26/2002,23,los angeles lakers,season,home,milwaukee bucks,w,10,1,38:36,13,25,0.52,0,2,0,1,1,1,2,2,4,6,1,0,2,2,27
6,2/27/2002,23,los angeles lakers,season,home,minnesota timberwolves,l,-11,1,41:52,8,25,0.32,0,0,,4,4,1,1,4,5,11,0,0,2,4,20
6,3/1/2002,23,los angeles lakers,season,away,indian pacers,w,12,1,36:55,8,17,0.471,0,1,0,9,12,0.75,0,3,3,3,1,1,5,2,25
6,3/3/2002,23,los angeles lakers,season,away,houston rockets,w,16,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
6,3/5/2002,23,los angeles lakers,season,away,new jersey nets,w,9,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
6,3/6/2002,23,los angeles lakers,season,home,utah jazz,l,-8,1,39:12,7,19,0.368,1,3,0.333,11,12,0.917,3,2,5,4,2,0,5,3,26
6,3/10/2002,23,los angeles lakers,season,away,new york knicks,w,14,1,43:43,7,14,0.5,0,2,0,4,4,1,0,2,2,7,0,1,1,5,18
6,3/12/2002,23,los angeles lakers,season,away,charlotte hornets,w,41,1,30:55,8,17,0.471,0,1,0,7,10,0.7,1,6,7,4,4,0,1,1,23
6,3/14/2002,23,los angeles lakers,season,home,golden state warriors,w,8,1,39:30,7,14,0.5,0,0,,7,8,0.875,3,4,7,6,0,1,3,4,21
6,3/15/2002,23,los angeles lakers,season,away,los angeles clippers,w,6,1,38:06,12,26,0.462,2,2,1,7,10,0.7,0,3,3,2,3,0,1,3,33
6,3/17/2002,23,los angeles lakers,season,away,dallas mavericks,w,2,1,41:22,5,14,0.357,1,1,1,3,3,1,0,9,9,11,1,0,1,1,14
6,3/19/2002,23,los angeles lakers,season,home,dallas mavericks,l,-16,1,34:49,4,18,0.222,0,2,0,4,7,0.571,0,8,8,3,0,0,1,5,12
6,3/20/2002,23,los angeles lakers,season,home,san antonio spurs,l,-18,1,27:40,9,16,0.563,0,0,,2,4,0.5,1,0,1,0,0,0,7,3,20
6,3/22/2002,23,los angeles lakers,season,away,detroit pistons,w,12,1,35:45,8,17,0.471,0,0,,2,2,1,2,5,7,7,4,0,2,4,18
6,3/24/2002,23,los angeles lakers,season,home,sacramento kings,w,1,1,37:37,12,21,0.571,0,1,0,5,8,0.625,0,4,4,4,2,0,5,3,29
6,3/26/2002,23,los angeles lakers,season,away,cleveland cavaliers,w,5,1,31:24,7,10,0.7,1,2,0.5,2,3,0.667,2,5,7,3,0,0,0,2,17
6,3/27/2002,23,los angeles lakers,season,home,phoenix suns,l,-12,1,40:29,9,20,0.45,0,1,0,18,20,0.9,3,1,4,3,0,0,5,1,36
6,3/29/2002,23,los angeles lakers,season,away,portland trailbrazers,w,12,1,40:59,12,26,0.462,0,1,0,10,11,0.909,0,7,7,6,2,0,0,3,34
6,3/31/2002,23,los angeles lakers,season,away,san antonio spurs,w,1,1,46:56,11,24,0.458,0,0,,9,9,1,2,7,9,3,1,1,6,4,31
6,4/2/2002,23,los angeles lakers,season,home,washington wizards,w,20,1,33:03,6,13,0.462,0,0,,2,2,1,0,2,2,6,1,0,4,3,14
6,4/3/2002,23,los angeles lakers,season,home,new jersey nets,l,-2,1,44:21,14,30,0.467,0,1,0,5,5,1,2,2,4,3,1,0,3,1,33
6,4/5/2002,23,los angeles lakers,season,home,boston celtics,l,-18,1,38:02,5,25,0.2,0,2,0,16,18,0.889,0,6,6,2,1,1,2,4,26
6,4/7/2002,23,los angeles lakers,season,home,miami heat,w,8,1,38:02,8,12,0.667,0,0,,3,3,1,2,9,11,4,0,0,2,2,19
6,4/9/2002,23,los angeles lakers,season,away,utah jazz,w,30,1,34:20,8,16,0.5,0,0,,6,7,0.857,0,4,4,5,1,2,4,3,22
6,4/11/2002,23,los angeles lakers,season,away,minnesota timberwolves,w,13,1,37:40,9,20,0.45,0,1,0,10,10,1,1,2,3,2,0,0,2,5,28
6,4/14/2002,23,los angeles lakers,season,home,portland trailbrazers,l,-8,1,50:40,6,15,0.4,0,2,0,11,14,0.786,0,7,7,9,3,2,6,4,23
6,4/15/2002,23,los angeles lakers,season,away,seattle supersonics,w,7,1,31:06,7,16,0.438,1,3,0.333,4,4,1,1,4,5,4,2,0,3,4,19
6,4/17/2002,23,los angeles lakers,season,away,sacramento kings,w,14,1,28:48,9,17,0.529,0,4,0,3,3,1,0,4,4,5,1,0,2,1,21
6,4/21/2002,23,los angeles lakers,playoff,away,portland trailbrazers,w,8,1,43:50,10,28,0.357,2,7,0.286,12,13,0.923,3,4,7,3,2,3,1,3,34
6,4/25/2002,23,los angeles lakers,playoff,away,portland trailbrazers,w,7,1,42:48,5,21,0.238,1,4,0.25,8,9,0.889,1,5,6,5,2,0,3,5,19
6,4/28/2002,23,los angeles lakers,playoff,home,portland trailbrazers,w,1,1,44:42,9,19,0.474,3,4,0.75,4,7,0.571,0,4,4,7,2,2,4,5,25
6,5/5/2002,23,los angeles lakers,playoff,away,san antonio spurs,w,6,1,38:04,8,18,0.444,0,3,0,4,10,0.4,0,2,2,4,0,0,3,4,20
6,5/7/2002,23,los angeles lakers,playoff,away,san antonio spurs,l,-3,1,42:48,12,25,0.48,0,2,0,2,2,1,1,3,4,6,3,0,4,4,26
6,5/10/2002,23,los angeles lakers,playoff,home,san antonio spurs,w,10,1,48:00,15,31,0.484,0,2,0,1,3,0.333,2,4,6,6,0,1,1,1,31
6,5/12/2002,23,los angeles lakers,playoff,home,san antonio spurs,w,2,1,43:38,10,27,0.37,3,5,0.6,5,9,0.556,3,4,7,3,1,0,2,3,28
6,5/14/2002,23,los angeles lakers,playoff,away,san antonio spurs,w,6,1,45:51,10,20,0.5,0,1,0,6,7,0.857,3,5,8,5,1,0,0,1,26
6,5/18/2002,23,los angeles lakers,playoff,home,sacramento kings,w,7,1,44:19,12,26,0.462,0,2,0,6,7,0.857,1,5,6,5,2,2,5,1,30
6,5/20/2002,23,los angeles lakers,playoff,home,sacramento kings,l,-6,1,40:08,9,21,0.429,1,2,0.5,3,5,0.6,1,5,6,2,1,1,4,3,22
6,5/24/2002,23,los angeles lakers,playoff,away,sacramento kings,l,-13,1,39:41,8,24,0.333,4,9,0.444,2,2,1,1,1,2,3,2,2,2,6,22
6,5/26/2002,23,los angeles lakers,playoff,away,sacramento kings,w,1,1,42:19,12,26,0.462,0,1,0,1,3,0.333,2,2,4,2,2,3,4,5,25
6,5/28/2002,23,los angeles lakers,playoff,home,sacramento kings,l,-1,1,45:15,11,29,0.379,0,2,0,8,11,0.727,2,3,5,3,1,0,5,5,30
6,5/31/2002,23,los angeles lakers,playoff,away,sacramento kings,w,4,1,44:00,10,20,0.5,0,0,,11,11,1,2,9,11,5,0,0,1,3,31
6,6/2/2002,23,los angeles lakers,playoff,home,sacramento kings,w,6,1,52:33,10,26,0.385,2,3,0.667,8,10,0.8,3,7,10,7,2,0,0,5,30
6,6/5/2002,23,los angeles lakers,playoff,away,new jersey nets,w,5,1,43:04,6,16,0.375,0,2,0,10,11,0.909,1,2,3,6,1,0,4,2,22
6,6/7/2002,23,los angeles lakers,playoff,away,new jersey nets,w,23,1,41:43,9,15,0.6,3,3,1,3,4,0.75,1,7,8,3,2,1,4,2,24
6,6/9/2002,23,los angeles lakers,playoff,home,new jersey nets,w,3,1,45:32,14,23,0.609,1,3,0.333,7,10,0.7,1,5,6,4,1,2,6,3,36
6,6/12/2002,23,los angeles lakers,playoff,home,new jersey nets,w,6,1,43:39,7,16,0.438,2,3,0.667,9,11,0.818,0,6,6,8,2,0,1,4,25
7,10/29/2002,24,los angeles lakers,season,away,san antonio spurs,l,-5,1,42:45,9,29,0.31,1,2,0.5,8,12,0.667,5,5,10,5,4,2,6,3,27
7,10/30/2002,24,los angeles lakers,season,home,portland trailbrazers,l,-12,1,37:27,9,18,0.5,3,7,0.429,4,4,1,1,9,10,2,2,2,3,3,25
7,11/1/2002,24,los angeles lakers,season,home,los angeles clippers,w,15,1,40:41,12,18,0.667,1,2,0.5,8,8,1,5,10,15,12,2,1,4,3,33
7,11/3/2002,24,los angeles lakers,season,away,portland trailbrazers,w,3,1,50:28,11,19,0.579,2,6,0.333,9,11,0.818,5,9,14,12,1,0,4,5,33
7,11/5/2002,24,los angeles lakers,season,home,cleveland cavaliers,l,-19,1,40:31,5,13,0.385,1,1,1,4,4,1,3,10,13,9,2,0,5,2,15
7,11/7/2002,24,los angeles lakers,season,home,boston celtics,l,-3,1,46:24,17,47,0.362,0,8,0,7,7,1,2,7,9,4,4,0,5,3,41
7,11/8/2002,24,los angeles lakers,season,home,washington wizards,l,-1,1,38:18,8,21,0.381,0,0,,11,11,1,1,5,6,4,0,2,2,5,27
7,11/12/2002,24,los angeles lakers,season,away,atlanta hawks,l,-12,1,45:02,8,22,0.364,0,2,0,5,7,0.714,4,2,6,8,4,1,2,2,21
7,11/15/2002,24,los angeles lakers,season,away,golden state warriors,w,7,1,45:39,18,40,0.45,1,3,0.333,8,10,0.8,0,4,4,4,3,1,1,3,45
7,11/17/2002,24,los angeles lakers,season,away,houston rockets,l,-4,1,44:55,18,37,0.486,1,2,0.5,9,11,0.818,0,6,6,4,0,1,3,3,46
7,11/19/2002,24,los angeles lakers,season,home,dallas mavericks,l,-26,1,32:53,7,21,0.333,0,1,0,2,4,0.5,1,4,5,3,3,0,5,2,16
7,11/20/2002,24,los angeles lakers,season,home,san antonio spurs,l,-7,1,43:20,8,25,0.32,0,2,0,8,12,0.667,1,7,8,7,4,1,1,1,24
7,11/22/2002,24,los angeles lakers,season,away,chicago bulls,w,13,1,38:57,7,14,0.5,1,3,0.333,6,11,0.545,2,8,10,7,5,1,6,1,21
7,11/24/2002,24,los angeles lakers,season,away,milwaukee bucks,w,12,1,44:08,6,15,0.4,0,3,0,3,3,1,2,9,11,11,1,0,2,3,15
7,11/26/2002,24,los angeles lakers,season,home,miami heat,l,-12,1,32:28,8,14,0.571,1,4,0.25,4,7,0.571,1,6,7,4,3,0,2,3,21
7,11/27/2002,24,los angeles lakers,season,home,orlando magic,l,-10,1,46:02,14,31,0.452,0,0,,10,13,0.769,2,8,10,4,1,2,3,5,38
7,11/29/2002,24,los angeles lakers,season,home,memphis grizzlies,w,6,1,48:08,18,35,0.514,2,4,0.5,7,9,0.778,1,5,6,5,2,0,5,0,45
7,12/1/2002,24,los angeles lakers,season,away,minnesota timberwolves,l,-3,1,40:47,9,15,0.6,1,3,0.333,3,5,0.6,2,3,5,11,0,1,5,1,22
7,12/3/2002,24,los angeles lakers,season,away,memphis grizzlies,w,10,1,41:21,11,16,0.688,1,2,0.5,1,1,1,2,8,10,11,1,3,3,1,24
7,12/4/2002,24,los angeles lakers,season,home,utah jazz,l,-8,1,41:00,5,14,0.357,0,2,0,7,7,1,1,4,5,5,3,0,5,1,17
7,12/6/2002,24,los angeles lakers,season,away,dallas mavericks,w,2,1,41:59,10,19,0.526,1,2,0.5,6,6,1,1,8,9,7,1,1,6,3,27
7,12/8/2002,24,los angeles lakers,season,away,utah jazz,w,9,1,38:41,9,18,0.5,0,1,0,7,9,0.778,0,4,4,14,5,0,5,4,25
7,12/10/2002,24,los angeles lakers,season,home,golden state warriors,l,-4,1,41:45,6,12,0.5,1,1,1,6,7,0.857,0,5,5,14,3,0,5,5,19
7,12/13/2002,24,los angeles lakers,season,away,new orleans pelicans,l,-16,1,42:30,6,16,0.375,0,0,,4,6,0.667,0,2,2,5,1,0,2,1,16
7,12/15/2002,24,los angeles lakers,season,away,orlando magic,w,23,1,33:47,6,15,0.4,0,1,0,9,9,1,1,5,6,8,0,2,8,3,21
7,12/17/2002,24,los angeles lakers,season,home,minnesota timberwolves,l,-16,1,38:45,6,14,0.429,0,0,,3,4,0.75,2,5,7,6,1,1,2,3,15
7,12/19/2002,24,los angeles lakers,season,home,new jersey nets,l,-27,1,43:26,8,29,0.276,0,1,0,5,5,1,1,4,5,5,1,1,4,2,21
7,12/20/2002,24,los angeles lakers,season,home,philadelphia 76ers,l,-3,1,51:29,16,35,0.457,2,5,0.4,10,10,1,0,4,4,10,1,2,5,4,44
7,12/22/2002,24,los angeles lakers,season,home,toronto rapters,w,2,1,46:29,12,25,0.48,2,2,1,5,8,0.625,0,2,2,5,2,1,5,3,31
7,12/25/2002,24,los angeles lakers,season,away,sacramento kings,l,-6,1,46:10,7,24,0.292,1,4,0.25,12,15,0.8,6,9,15,6,2,1,6,3,27
7,12/28/2002,24,los angeles lakers,season,home,denver nuggets,w,19,1,35:28,15,26,0.577,2,4,0.5,7,7,1,0,6,6,6,2,0,4,3,39
7,12/29/2002,24,los angeles lakers,season,away,toronto rapters,w,16,1,35:23,5,15,0.333,0,1,0,3,3,1,1,8,9,12,2,1,3,3,13
7,1/4/2003,24,los angeles lakers,season,home,phoenix suns,l,-14,1,42:06,15,32,0.469,0,8,0,7,9,0.778,0,7,7,7,4,2,2,3,37
7,1/5/2003,24,los angeles lakers,season,away,phoenix suns,w,12,1,45:41,13,29,0.448,1,5,0.2,4,6,0.667,3,9,12,7,2,1,1,1,31
7,1/7/2003,24,los angeles lakers,season,away,seattle supersonics,w,21,1,37:11,16,28,0.571,12,18,0.667,1,1,1,0,3,3,3,1,1,2,2,45
7,1/10/2003,24,los angeles lakers,season,away,cleveland cavaliers,w,16,1,33:57,7,12,0.583,0,2,0,7,10,0.7,3,7,10,11,4,1,5,2,21
7,1/12/2003,24,los angeles lakers,season,away,miami heat,w,25,1,37:37,12,21,0.571,0,3,0,12,13,0.923,1,2,3,4,4,0,4,1,36
7,1/15/2003,24,los angeles lakers,season,home,new orleans pelicans,w,8,1,46:04,12,28,0.429,2,3,0.667,10,10,1,2,9,11,4,2,2,2,1,36
7,1/17/2003,24,los angeles lakers,season,home,houston rockets,l,-4,1,49:05,5,21,0.238,2,6,0.333,10,12,0.833,2,9,11,9,3,0,4,5,22
7,1/20/2003,24,los angeles lakers,season,away,los angeles clippers,w,4,1,45:27,8,18,0.444,1,3,0.333,9,9,1,0,8,8,11,3,2,4,2,26
7,1/22/2003,24,los angeles lakers,season,away,golden state warriors,l,-4,1,39:16,9,17,0.529,3,5,0.6,2,3,0.667,0,3,3,7,2,1,5,5,23
7,1/24/2003,24,los angeles lakers,season,away,new jersey nets,l,-6,1,40:58,4,14,0.286,1,2,0.5,2,3,0.667,4,3,7,5,2,0,1,1,11
7,1/29/2003,24,los angeles lakers,season,home,phoenix suns,w,9,1,45:58,15,29,0.517,0,1,0,10,11,0.909,1,4,5,4,1,1,4,3,40
7,1/31/2003,24,los angeles lakers,season,home,sacramento kings,w,11,1,42:52,14,29,0.483,3,6,0.5,7,8,0.875,1,4,5,5,1,1,4,3,38
7,2/1/2003,24,los angeles lakers,season,away,utah jazz,w,12,1,43:53,12,25,0.48,2,3,0.667,16,18,0.889,0,3,3,4,3,1,2,1,42
7,2/4/2003,24,los angeles lakers,season,home,indian pacers,w,3,1,42:03,12,31,0.387,1,5,0.2,10,10,1,3,4,7,2,2,2,7,2,35
