season,date,age,team_played,game_type,venue,opponent,win_lose,point_difference,game_started,minutes_played,fieldgoal,fieldgoal_attempts,fieldgoal_percent,3pointers,3pointers_attempts,3pointers_percent,freethrows,freethrows_attempt,freethrow_percent,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
11,3/9/2007,28,los angeles lakers,season,home,philadelphia 76ers,l,-16,1,44:25,12,27,0.444,3,7,0.429,3,3,1,0,4,4,4,1,0,3,4,30
11,3/11/2007,28,los angeles lakers,season,away,dallas mavericks,l,-36,1,36:32,6,19,0.316,0,2,0,13,18,0.722,2,7,9,3,0,0,5,1,25
11,3/15/2007,28,los angeles lakers,season,home,denver nuggets,l,-27,1,37:49,9,19,0.474,0,5,0,7,8,0.875,2,3,5,9,0,0,1,4,25
11,3/16/2007,28,los angeles lakers,season,away,portland trailbrazers,w,5,1,49:58,23,39,0.59,8,12,0.667,11,12,0.917,1,6,7,3,3,0,2,3,65
11,3/18/2007,28,los angeles lakers,season,away,minnesota timberwolves,w,7,1,44:33,17,35,0.486,4,9,0.444,12,14,0.857,1,5,6,3,3,0,3,1,50
11,3/22/2007,28,los angeles lakers,season,home,memphis grizzlies,w,2,1,45:11,20,37,0.541,3,7,0.429,17,18,0.944,2,3,5,4,0,0,2,4,60
11,3/23/2007,28,los angeles lakers,season,home,new orleans/oklahoma city,w,6,1,46:52,16,29,0.552,2,5,0.4,16,16,1,1,6,7,1,0,1,1,2,50
11,3/25/2007,28,los angeles lakers,season,away,golden state warriors,w,2,1,46:22,15,33,0.455,4,11,0.364,9,11,0.818,4,5,9,0,1,1,7,2,43
11,3/27/2007,28,los angeles lakers,season,away,memphis grizzlies,l,-2,1,44:13,7,26,0.269,3,7,0.429,6,9,0.667,3,2,5,5,3,0,1,0,23
11,3/30/2007,28,los angeles lakers,season,away,houston rockets,l,-3,1,47:34,19,44,0.432,3,9,0.333,12,14,0.857,1,1,2,2,0,0,3,2,53
11,4/1/2007,28,los angeles lakers,season,away,sacramento kings,w,23,1,37:59,6,14,0.429,1,2,0.5,6,6,1,0,2,2,13,3,1,4,1,19
11,4/3/2007,28,los angeles lakers,season,away,denver nuggets,l,-6,1,44:38,14,31,0.452,0,5,0,11,11,1,0,3,3,4,0,3,3,3,39
11,4/4/2007,28,los angeles lakers,season,home,los angeles clippers,l,-8,1,44:42,13,34,0.382,0,3,0,3,4,0.75,0,7,7,3,2,2,4,3,29
11,4/6/2007,28,los angeles lakers,season,home,seattle supersonics,w,3,1,40:54,13,27,0.481,1,4,0.25,19,24,0.792,1,4,5,6,3,1,1,2,46
11,4/8/2007,28,los angeles lakers,season,away,phoenix suns,l,-8,1,43:40,14,25,0.56,1,5,0.2,5,5,1,0,3,3,7,1,1,5,2,34
11,4/9/2007,28,los angeles lakers,season,home,denver nuggets,l,-4,1,46:14,9,30,0.3,1,5,0.2,4,5,0.8,0,5,5,10,1,0,4,1,23
11,4/12/2007,28,los angeles lakers,season,away,los angeles clippers,l,-8,1,48:00,17,33,0.515,1,4,0.25,15,15,1,0,9,9,1,2,0,3,3,50
11,4/13/2007,28,los angeles lakers,season,home,phoenix suns,l,-8,1,42:06,7,26,0.269,1,6,0.167,2,2,1,1,5,6,4,1,1,2,2,17
11,4/15/2007,28,los angeles lakers,season,away,seattle supersonics,w,11,1,42:05,18,25,0.72,3,6,0.5,11,13,0.846,2,6,8,3,2,0,1,2,50
11,4/18/2007,28,los angeles lakers,season,home,sacramento kings,w,11,1,34:23,12,19,0.632,0,2,0,10,12,0.833,1,6,7,6,1,0,1,4,34
11,4/22/2007,28,los angeles lakers,playoff,home,phoenix suns,l,-8,1,43:11,15,33,0.455,4,8,0.5,5,7,0.714,0,5,5,1,0,0,2,3,39
11,4/24/2007,28,los angeles lakers,playoff,home,phoenix suns,l,-28,1,34:09,5,13,0.385,1,4,0.25,4,4,1,1,3,4,5,1,0,3,0,15
11,4/26/2007,28,los angeles lakers,playoff,away,phoenix suns,w,6,1,44:49,15,26,0.577,2,3,0.667,13,13,1,0,6,6,6,1,1,5,3,45
11,4/29/2007,28,los angeles lakers,playoff,away,phoenix suns,l,-13,1,46:22,12,25,0.48,1,5,0.2,6,6,1,0,7,7,9,2,1,6,2,31
11,5/2/2007,28,los angeles lakers,playoff,home,phoenix suns,l,-9,1,46:13,13,33,0.394,2,8,0.25,6,7,0.857,0,4,4,1,1,0,6,2,34
12,10/30/2007,29,los angeles lakers,season,away,houston rockets,l,-2,1,42:40,13,32,0.406,1,3,0.333,18,27,0.667,0,8,8,4,4,1,5,4,45
12,11/2/2007,29,los angeles lakers,season,home,phoenix suns,w,21,1,27:57,6,15,0.4,1,3,0.333,3,3,1,3,8,11,4,3,0,5,0,16
12,11/4/2007,29,los angeles lakers,season,away,utah jazz,w,10,1,42:41,13,19,0.684,1,2,0.5,6,8,0.75,0,6,6,3,3,2,5,4,33
12,11/6/2007,29,los angeles lakers,season,away,new orleans pelicans,l,-14,1,37:22,11,20,0.55,2,6,0.333,4,4,1,1,5,6,7,0,3,4,5,28
12,11/9/2007,29,los angeles lakers,season,away,minnesota timberwolves,w,14,1,39:41,9,19,0.474,3,8,0.375,9,10,0.9,1,6,7,7,4,0,5,1,30
12,11/13/2007,29,los angeles lakers,season,home,san antonio spurs,l,-15,1,38:25,9,19,0.474,0,5,0,0,0,,0,9,9,5,2,3,3,1,18
12,11/14/2007,29,los angeles lakers,season,home,houston rockets,w,3,1,38:27,11,23,0.478,2,5,0.4,6,6,1,1,7,8,5,1,1,4,2,30
12,11/16/2007,29,los angeles lakers,season,away,detroit pistons,w,12,1,36:53,6,18,0.333,2,4,0.5,5,5,1,0,4,4,7,1,0,2,2,19
12,11/18/2007,29,los angeles lakers,season,away,chicago bulls,w,28,1,32:21,6,16,0.375,0,2,0,6,7,0.857,0,5,5,3,3,0,4,1,18
12,11/20/2007,29,los angeles lakers,season,home,indian pacers,w,20,1,31:05,8,16,0.5,5,9,0.556,11,11,1,0,6,6,4,1,0,2,3,32
12,11/21/2007,29,los angeles lakers,season,home,milwaukee bucks,l,-7,1,42:43,7,18,0.389,2,8,0.25,11,11,1,0,3,3,4,1,0,1,3,27
12,11/23/2007,29,los angeles lakers,season,home,boston celtics,l,-13,1,36:45,9,21,0.429,3,7,0.429,7,9,0.778,0,4,4,3,0,0,2,4,28
12,11/25/2007,29,los angeles lakers,season,away,new jersey nets,l,-2,1,40:30,7,21,0.333,2,5,0.4,15,16,0.938,0,3,3,7,4,0,2,3,31
12,11/27/2007,29,los angeles lakers,season,away,seattle supersonics,w,7,1,35:23,12,22,0.545,1,3,0.333,10,12,0.833,2,6,8,6,0,0,3,2,35
12,11/29/2007,29,los angeles lakers,season,away,denver nuggets,w,28,1,29:51,10,18,0.556,0,3,0,4,5,0.8,3,3,6,7,1,0,2,1,24
12,11/30/2007,29,los angeles lakers,season,home,utah jazz,l,-24,1,34:43,10,19,0.526,3,5,0.6,5,6,0.833,1,3,4,3,0,0,2,4,28
12,12/2/2007,29,los angeles lakers,season,away,orlando magic,l,-7,1,42:09,10,26,0.385,4,9,0.444,4,4,1,2,4,6,5,2,0,4,0,28
12,12/4/2007,29,los angeles lakers,season,home,minnesota timberwolves,w,21,1,28:56,6,12,0.5,2,5,0.4,6,9,0.667,1,2,3,5,4,0,4,2,20
12,12/5/2007,29,los angeles lakers,season,home,denver nuggets,w,4,1,30:46,10,19,0.526,0,3,0,5,6,0.833,1,7,8,5,2,1,1,4,25
12,12/9/2007,29,los angeles lakers,season,away,golden state warriors,w,10,1,37:45,9,23,0.391,2,6,0.333,8,10,0.8,0,6,6,8,3,1,3,2,28
12,12/13/2007,29,los angeles lakers,season,away,san antonio spurs,w,5,1,38:05,10,24,0.417,1,4,0.25,9,10,0.9,1,6,7,3,4,0,1,1,30
12,12/14/2007,29,los angeles lakers,season,home,golden state warriors,l,-2,1,36:40,6,23,0.261,0,6,0,9,11,0.818,1,5,6,5,2,1,5,2,21
12,12/16/2007,29,los angeles lakers,season,away,los angeles clippers,w,21,1,36:19,11,22,0.5,2,6,0.333,8,9,0.889,2,6,8,3,1,1,4,2,32
12,12/18/2007,29,los angeles lakers,season,home,chicago bulls,w,12,1,36:23,7,19,0.368,0,3,0,4,4,1,1,5,6,2,3,1,2,2,18
12,12/20/2007,29,los angeles lakers,season,home,cleveland cavaliers,l,-4,1,40:02,8,22,0.364,0,3,0,5,8,0.625,1,4,5,5,1,0,2,2,21
12,12/21/2007,29,los angeles lakers,season,home,philadelphia 76ers,w,5,1,39:11,6,20,0.3,2,5,0.4,5,5,1,2,5,7,3,2,1,4,2,19
12,12/23/2007,29,los angeles lakers,season,home,new york knicks,w,5,1,41:25,14,28,0.5,5,12,0.417,6,7,0.857,2,9,11,8,2,0,2,2,39
12,12/25/2007,29,los angeles lakers,season,away,phoenix suns,w,7,1,41:20,12,20,0.6,1,3,0.333,13,14,0.929,2,3,5,7,2,0,8,4,38
12,12/28/2007,29,los angeles lakers,season,away,utah jazz,w,14,1,29:26,11,18,0.611,6,9,0.667,3,4,0.75,0,4,4,7,4,0,5,3,31
12,12/30/2007,29,los angeles lakers,season,away,boston celtics,l,-19,1,36:59,6,25,0.24,0,6,0,10,11,0.909,2,4,6,3,0,1,3,5,22
12,1/4/2008,29,los angeles lakers,season,away,philadelphia 76ers,w,31,1,29:10,5,9,0.556,0,1,0,5,5,1,1,5,6,4,0,0,3,2,15
12,1/6/2008,29,los angeles lakers,season,away,indian pacers,w,16,1,35:43,8,21,0.381,2,3,0.667,8,8,1,0,2,2,6,3,0,4,3,26
12,1/8/2008,29,los angeles lakers,season,home,memphis grizzlies,w,16,1,40:16,8,22,0.364,1,4,0.25,8,11,0.727,1,2,3,6,5,0,3,4,25
12,1/9/2008,29,los angeles lakers,season,home,new orleans pelicans,w,29,1,32:59,8,16,0.5,2,4,0.5,1,2,0.5,0,7,7,7,3,0,1,0,19
12,1/11/2008,29,los angeles lakers,season,away,milwaukee bucks,w,5,1,36:48,12,25,0.48,5,9,0.556,8,8,1,2,3,5,7,2,0,1,4,37
12,1/13/2008,29,los angeles lakers,season,away,memphis grizzlies,w,1,1,36:06,10,25,0.4,3,10,0.3,14,15,0.933,2,1,3,4,4,0,1,1,37
12,1/14/2008,29,los angeles lakers,season,home,seattle supersonics,w,2,1,42:12,21,44,0.477,2,8,0.25,4,7,0.571,0,2,2,2,1,0,1,1,48
12,1/17/2008,29,los angeles lakers,season,away,phoenix suns,l,-8,1,39:10,10,22,0.455,4,10,0.4,6,8,0.75,2,5,7,4,2,0,2,2,30
12,1/21/2008,29,los angeles lakers,season,away,denver nuggets,w,17,1,38:31,5,7,0.714,1,2,0.5,6,8,0.75,1,4,5,11,2,0,6,4,17
12,1/23/2008,29,los angeles lakers,season,home,san antonio spurs,l,-12,1,45:05,12,27,0.444,1,2,0.5,4,4,1,6,6,12,5,0,0,9,2,29
12,1/25/2008,29,los angeles lakers,season,home,dallas mavericks,l,-7,1,44:56,11,19,0.579,1,3,0.333,17,21,0.81,0,10,10,5,1,1,3,4,40
12,1/27/2008,29,los angeles lakers,season,away,cleveland cavaliers,l,-3,1,43:01,10,21,0.476,0,1,0,13,18,0.722,2,10,12,6,0,1,3,3,33
12,1/29/2008,29,los angeles lakers,season,away,new york knicks,w,11,1,43:34,10,21,0.476,1,4,0.25,3,6,0.5,2,6,8,11,0,1,4,3,24
12,1/31/2008,29,los angeles lakers,season,home,detroit pistons,l,-1,1,47:15,12,25,0.48,2,4,0.5,13,15,0.867,3,7,10,5,2,1,11,2,39
12,2/1/2008,29,los angeles lakers,season,home,toronto rapters,w,20,1,43:55,19,28,0.679,4,8,0.5,4,4,1,0,7,7,5,1,0,1,2,46
12,2/3/2008,29,los angeles lakers,season,home,washington wizards,w,12,1,35:10,10,15,0.667,2,5,0.4,8,11,0.727,1,5,6,2,1,0,3,2,30
12,2/5/2008,29,los angeles lakers,season,home,new jersey nets,w,15,1,40:23,3,13,0.231,0,2,0,0,0,,1,4,5,8,2,2,7,3,6
12,2/6/2008,29,los angeles lakers,season,home,atlanta hawks,l,-3,1,37:02,4,16,0.25,0,2,0,3,5,0.6,0,1,1,10,1,0,1,2,11
12,2/8/2008,29,los angeles lakers,season,home,orlando magic,w,4,1,46:08,11,26,0.423,0,2,0,14,16,0.875,1,9,10,6,0,1,4,3,36
12,2/10/2008,29,los angeles lakers,season,home,miami heat,w,10,1,42:05,10,15,0.667,2,5,0.4,11,11,1,0,3,3,5,2,0,4,4,33
12,2/11/2008,29,los angeles lakers,season,home,charlotte hornets,w,9,1,41:00,9,17,0.529,4,7,0.571,9,9,1,0,2,2,4,4,2,4,3,31
12,2/13/2008,29,los angeles lakers,season,home,minnesota timberwolves,w,25,1,34:47,7,18,0.389,2,7,0.286,13,13,1,1,4,5,5,1,1,1,1,29
12,2/19/2008,29,los angeles lakers,season,away,atlanta hawks,w,29,1,30:19,8,16,0.5,1,4,0.25,6,6,1,3,2,5,3,5,0,1,2,23
12,2/20/2008,29,los angeles lakers,season,home,phoenix suns,w,6,1,45:44,16,25,0.64,1,2,0.5,8,10,0.8,1,4,5,3,2,2,5,3,41
12,2/23/2008,29,los angeles lakers,season,home,los angeles clippers,w,18,1,41:33,5,11,0.455,0,3,0,7,9,0.778,1,4,5,7,2,0,5,5,17
12,2/24/2008,29,los angeles lakers,season,home,seattle supersonics,w,20,1,26:05,8,13,0.615,3,5,0.6,2,3,0.667,0,4,4,10,3,0,1,1,21
12,2/26/2008,29,los angeles lakers,season,away,portland trailbrazers,w,13,1,44:42,11,25,0.44,1,4,0.25,7,8,0.875,1,8,9,7,2,0,3,5,30
12,2/28/2008,29,los angeles lakers,season,away,miami heat,w,18,1,40:35,7,14,0.5,0,2,0,7,7,1,0,1,1,8,4,2,3,5,21
12,2/29/2008,29,los angeles lakers,season,home,portland trailbrazers,l,-8,1,43:26,12,24,0.5,2,8,0.25,7,8,0.875,3,4,7,5,1,0,6,4,33
12,3/2/2008,29,los angeles lakers,season,away,dallas mavericks,w,4,1,51:24,15,27,0.556,2,3,0.667,20,27,0.741,1,10,11,4,1,2,5,2,52
12,3/4/2008,29,los angeles lakers,season,home,sacramento kings,w,12,1,43:09,10,26,0.385,0,3,0,14,16,0.875,2,8,10,3,2,0,4,3,34
12,3/7/2008,29,los angeles lakers,season,away,los angeles clippers,w,37,1,31:09,5,9,0.556,2,3,0.667,4,4,1,1,5,6,3,2,0,2,2,16
12,3/9/2008,29,los angeles lakers,season,away,sacramento kings,l,-1,1,42:14,7,18,0.389,0,3,0,12,15,0.8,0,3,3,5,3,0,3,2,26
12,3/11/2008,29,los angeles lakers,season,away,toronto rapters,w,9,1,46:38,12,20,0.6,4,8,0.5,6,6,1,1,6,7,7,4,1,4,3,34
12,3/14/2008,29,los angeles lakers,season,home,new orleans pelicans,l,-10,1,37:55,10,23,0.435,4,7,0.571,12,13,0.923,1,8,9,3,1,0,3,6,36
12,3/16/2008,29,los angeles lakers,season,home,houston rockets,l,-12,1,47:04,11,33,0.333,0,4,0,2,4,0.5,0,7,7,2,0,0,3,3,24
12,3/18/2008,29,los angeles lakers,season,home,dallas mavericks,w,2,1,43:32,12,23,0.522,2,4,0.5,3,6,0.5,0,2,2,7,3,0,2,4,29
12,3/20/2008,29,los angeles lakers,season,home,utah jazz,w,11,1,40:43,11,24,0.458,0,2,0,5,9,0.556,2,6,8,7,1,0,3,3,27
12,3/21/2008,29,los angeles lakers,season,away,seattle supersonics,w,25,1,29:49,8,15,0.533,0,3,0,7,8,0.875,1,1,2,5,0,0,1,2,23
12,3/23/2008,29,los angeles lakers,season,away,golden state warriors,l,-4,1,46:23,13,30,0.433,3,9,0.333,7,7,1,2,12,14,8,1,0,3,4,36
12,3/24/2008,29,los angeles lakers,season,home,golden state warriors,w,4,1,51:55,11,30,0.367,1,5,0.2,7,7,1,2,9,11,7,1,0,3,4,30
12,3/26/2008,29,los angeles lakers,season,away,charlotte hornets,l,-13,1,38:55,8,22,0.364,2,6,0.333,9,12,0.75,1,5,6,3,0,1,3,4,27
12,3/28/2008,29,los angeles lakers,season,away,memphis grizzlies,l,-3,1,41:52,19,37,0.514,9,17,0.529,6,7,0.857,2,8,10,1,3,0,1,4,53
12,3/30/2008,29,los angeles lakers,season,away,washington wizards,w,6,1,46:45,7,24,0.292,0,3,0,12,15,0.8,0,4,4,13,1,1,1,3,26
12,4/2/2008,29,los angeles lakers,season,away,portland trailbrazers,w,13,1,41:28,10,16,0.625,4,5,0.8,12,13,0.923,2,11,13,7,3,0,1,3,36
12,4/4/2008,29,los angeles lakers,season,away,dallas mavericks,w,4,1,41:41,7,14,0.5,3,4,0.75,8,9,0.889,4,6,10,6,0,0,0,4,25
12,4/6/2008,29,los angeles lakers,season,home,sacramento kings,w,22,1,35:56,9,15,0.6,4,7,0.571,7,8,0.875,2,3,5,5,2,0,4,3,29
12,4/8/2008,29,los angeles lakers,season,home,portland trailbrazers,l,-9,1,44:41,11,26,0.423,2,7,0.286,10,13,0.769,1,4,5,5,1,1,2,5,34
12,4/10/2008,29,los angeles lakers,season,home,los angeles clippers,w,28,1,34:35,6,17,0.353,1,5,0.2,3,5,0.6,1,2,3,3,1,2,2,1,16
12,4/11/2008,29,los angeles lakers,season,away,new orleans pelicans,w,3,1,43:07,9,17,0.529,3,7,0.429,8,10,0.8,1,9,10,8,2,0,1,3,29
12,4/13/2008,29,los angeles lakers,season,away,san antonio spurs,w,21,1,31:57,6,14,0.429,3,6,0.5,5,6,0.833,1,4,5,5,2,1,4,3,20
12,4/15/2008,29,los angeles lakers,season,away,sacramento kings,w,23,1,28:54,3,13,0.231,1,5,0.2,13,14,0.929,1,2,3,5,1,0,2,3,20
12,4/20/2008,29,los angeles lakers,playoff,away,denver nuggets,w,14,1,37:03,9,26,0.346,1,5,0.2,13,14,0.929,0,3,3,1,1,2,1,5,32
12,4/23/2008,29,los angeles lakers,playoff,away,denver nuggets,w,15,1,42:23,18,27,0.667,5,9,0.556,8,9,0.889,1,3,4,10,1,1,2,4,49
12,4/26/2008,29,los angeles lakers,playoff,home,denver nuggets,w,18,1,36:09,9,19,0.474,1,8,0.125,3,5,0.6,1,6,7,8,1,1,2,2,22
12,4/28/2008,29,los angeles lakers,playoff,home,denver nuggets,w,6,1,41:30,12,24,0.5,3,8,0.375,4,10,0.4,1,6,7,6,3,2,6,3,31
12,5/4/2008,29,los angeles lakers,playoff,away,utah jazz,w,11,1,39:56,8,16,0.5,1,2,0.5,21,23,0.913,0,6,6,7,1,0,3,3,38
12,5/7/2008,29,los angeles lakers,playoff,away,utah jazz,w,10,1,37:31,11,18,0.611,1,2,0.5,11,12,0.917,0,8,8,6,1,0,5,4,34
12,5/9/2008,29,los angeles lakers,playoff,home,utah jazz,l,-5,1,42:04,10,20,0.5,0,6,0,14,17,0.824,2,4,6,7,0,1,4,4,34
12,5/11/2008,29,los angeles lakers,playoff,home,utah jazz,l,-8,1,46:32,13,33,0.394,1,10,0.1,6,10,0.6,2,6,8,10,1,0,3,1,33
12,5/14/2008,29,los angeles lakers,playoff,away,utah jazz,w,7,1,41:03,6,10,0.6,1,2,0.5,13,17,0.765,0,6,6,7,2,0,4,3,26
12,5/16/2008,29,los angeles lakers,playoff,home,utah jazz,w,3,1,39:31,9,19,0.474,1,2,0.5,15,17,0.882,0,8,8,6,0,0,5,4,34
12,5/21/2008,29,los angeles lakers,playoff,away,san antonio spurs,w,4,1,43:34,11,21,0.524,1,3,0.333,4,4,1,0,5,5,9,1,0,1,1,27
12,5/23/2008,29,los angeles lakers,playoff,away,san antonio spurs,w,30,1,36:03,10,17,0.588,1,5,0.2,1,1,1,0,5,5,5,1,0,3,0,22
12,5/25/2008,29,los angeles lakers,playoff,home,san antonio spurs,l,-19,1,37:47,13,23,0.565,4,9,0.444,0,1,0,1,4,5,1,3,0,4,3,30
12,5/27/2008,29,los angeles lakers,playoff,home,san antonio spurs,w,2,1,41:18,14,29,0.483,0,1,0,0,0,,2,8,10,1,1,0,2,1,28
12,5/29/2008,29,los angeles lakers,playoff,away,san antonio spurs,w,8,1,42:33,16,30,0.533,2,6,0.333,5,5,1,0,3,3,3,2,0,2,2,39
12,6/5/2008,29,los angeles lakers,playoff,home,boston celtics,l,-10,1,41:52,9,26,0.346,0,3,0,6,6,1,0,3,3,6,1,1,4,3,24
12,6/8/2008,29,los angeles lakers,playoff,home,boston celtics,l,-6,1,40:28,11,23,0.478,1,3,0.333,7,7,1,1,3,4,8,3,0,4,3,30
12,6/10/2008,29,los angeles lakers,playoff,away,boston celtics,w,6,1,45:15,12,20,0.6,1,2,0.5,11,18,0.611,3,4,7,1,2,0,3,4,36
12,6/12/2008,29,los angeles lakers,playoff,away,boston celtics,l,-6,1,43:21,6,19,0.316,0,2,0,5,6,0.833,0,4,4,10,4,0,2,4,17
12,6/15/2008,29,los angeles lakers,playoff,away,boston celtics,w,5,1,44:20,8,21,0.381,4,9,0.444,5,7,0.714,3,4,7,4,5,0,6,4,25
12,6/17/2008,29,los angeles lakers,playoff,home,boston celtics,l,-39,1,42:46,7,22,0.318,3,9,0.333,5,5,1,1,2,3,1,1,0,4,,
13,10/28/2008,30,los angeles lakers,season,away,portland trailbrazers,w,20,1,32:47,9,17,0.529,1,1,1,4,5,0.8,2,9,11,5,1,0,5,3,23
13,10/29/2008,30,los angeles lakers,season,home,los angeles clippers,w,38,1,30:44,5,12,0.417,0,2,0,6,7,0.857,2,6,8,3,2,0,5,2,16
13,11/1/2008,30,los angeles lakers,season,home,denver nuggets,w,7,1,32:54,11,24,0.458,1,2,0.5,10,12,0.833,3,1,4,3,2,0,1,4,33
13,11/5/2008,30,los angeles lakers,season,away,los angeles clippers,w,18,1,36:20,8,21,0.381,0,2,0,11,14,0.786,1,1,2,3,2,2,2,3,27
13,11/9/2008,30,los angeles lakers,season,away,houston rockets,w,29,1,32:59,10,17,0.588,1,2,0.5,2,4,0.5,2,1,3,3,2,2,4,3,23
13,11/11/2008,30,los angeles lakers,season,home,dallas mavericks,w,7,1,35:43,10,20,0.5,0,2,0,7,8,0.875,1,3,4,1,1,0,1,1,27
13,11/12/2008,30,los angeles lakers,season,home,new orleans pelicans,w,7,1,38:08,5,15,0.333,1,1,1,9,9,1,0,4,4,6,0,0,2,4,20
13,11/14/2008,30,los angeles lakers,season,away,detroit pistons,l,-11,1,39:17,12,30,0.4,2,7,0.286,3,4,0.75,0,5,5,6,4,1,3,5,29
13,11/18/2008,30,los angeles lakers,season,away,chicago bulls,w,7,1,30:32,9,18,0.5,3,6,0.5,0,0,,1,4,5,6,3,2,1,3,21
13,11/20/2008,30,los angeles lakers,season,home,phoenix suns,w,13,1,32:32,8,23,0.348,1,5,0.2,7,9,0.778,1,4,5,3,0,1,2,0,24
13,11/21/2008,30,los angeles lakers,season,away,denver nuggets,w,14,1,29:42,12,18,0.667,1,3,0.333,4,5,0.8,2,2,4,2,2,0,1,3,29
13,11/23/2008,30,los angeles lakers,season,away,sacramento kings,w,10,1,33:46,10,20,0.5,0,1,0,4,4,1,1,3,4,6,3,1,3,2,24
13,11/25/2008,30,los angeles lakers,season,away,new jersey nets,w,27,1,27:52,5,17,0.294,0,2,0,2,2,1,0,6,6,4,1,0,0,2,12
13,11/28/2008,30,los angeles lakers,season,away,dallas mavericks,w,7,1,39:45,14,26,0.538,1,4,0.25,6,6,1,2,4,6,5,1,1,3,2,35
13,11/30/2008,30,los angeles lakers,season,away,toronto rapters,w,13,1,29:49,9,14,0.643,0,2,0,5,5,1,1,4,5,7,1,0,3,2,23
13,12/2/2008,30,los angeles lakers,season,home,indian pacers,l,-1,1,37:13,10,21,0.476,0,5,0,8,10,0.8,2,5,7,2,1,0,1,2,28
13,12/3/2008,30,los angeles lakers,season,home,philadelphia 76ers,w,12,1,36:33,12,20,0.6,1,3,0.333,7,7,1,0,6,6,4,2,0,4,4,32
13,12/5/2008,30,los angeles lakers,season,home,washington wizards,w,2,1,35:20,5,17,0.294,0,1,0,13,14,0.929,2,5,7,7,0,0,2,2,23
13,12/7/2008,30,los angeles lakers,season,away,milwaukee bucks,w,13,1,30:36,6,13,0.462,0,1,0,8,9,0.889,2,3,5,8,2,0,4,2,20
13,12/9/2008,30,los angeles lakers,season,home,sacramento kings,l,-12,1,38:13,9,25,0.36,3,8,0.375,7,7,1,2,2,4,3,0,0,2,2,28
13,12/10/2008,30,los angeles lakers,season,away,phoenix suns,w,5,1,34:16,6,16,0.375,2,5,0.4,4,4,1,0,7,7,3,1,0,5,2,18
13,12/12/2008,30,los angeles lakers,season,away,sacramento kings,w,9,1,39:23,11,21,0.524,2,4,0.5,8,10,0.8,2,5,7,3,0,1,4,2,32
13,12/14/2008,30,los angeles lakers,season,away,minnesota timberwolves,w,12,1,36:35,9,24,0.375,2,6,0.333,6,6,1,0,3,3,5,2,0,2,2,26
13,12/16/2008,30,los angeles lakers,season,away,new york knicks,w,2,1,40:56,12,22,0.545,1,3,0.333,3,4,0.75,1,6,7,6,4,0,1,0,28
13,12/19/2008,30,los angeles lakers,season,home,miami heat,l,-2,1,35:30,12,24,0.5,1,3,0.333,3,4,0.75,1,2,3,3,0,0,5,3,28
13,12/20/2008,30,los angeles lakers,season,home,orlando magic,l,-3,1,42:35,14,31,0.452,2,3,0.667,11,11,1,2,6,8,3,0,0,1,3,41
13,12/22/2008,30,los angeles lakers,season,home,memphis grizzlies,w,9,1,38:15,14,23,0.609,3,6,0.5,5,8,0.625,0,4,4,3,2,0,5,1,36
13,12/23/2008,30,los angeles lakers,season,home,new orleans pelicans,w,13,1,37:19,7,18,0.389,0,1,0,12,15,0.8,0,6,6,4,0,0,0,2,26
13,12/25/2008,30,los angeles lakers,season,away,boston celtics,w,9,1,43:04,13,23,0.565,1,3,0.333,0,0,,2,7,9,5,1,0,4,2,27
13,12/28/2008,30,los angeles lakers,season,away,golden state warriors,w,17,1,31:44,9,15,0.6,3,6,0.5,10,10,1,1,2,3,4,4,0,2,2,31
13,1/2/2009,30,los angeles lakers,season,away,utah jazz,w,13,1,38:07,13,23,0.565,2,3,0.667,12,14,0.857,3,4,7,4,2,1,2,3,40
13,1/4/2009,30,los angeles lakers,season,away,portland trailbrazers,w,14,1,32:50,11,19,0.579,0,2,0,4,5,0.8,0,2,2,3,1,0,4,1,26
13,1/6/2009,30,los angeles lakers,season,away,new orleans pelicans,l,-11,1,41:53,14,22,0.636,6,7,0.857,5,6,0.833,0,4,4,7,0,1,4,1,39
13,1/7/2009,30,los angeles lakers,season,home,golden state warriors,w,8,1,39:28,9,20,0.45,2,5,0.4,1,1,1,1,4,5,5,2,0,3,3,21
13,1/9/2009,30,los angeles lakers,season,away,indian pacers,w,2,1,41:56,10,20,0.5,1,4,0.25,15,17,0.882,1,6,7,13,1,0,5,3,36
13,1/11/2009,30,los angeles lakers,season,away,miami heat,w,3,1,36:44,5,14,0.357,2,4,0.5,7,7,1,0,2,2,7,0,0,4,3,19
13,1/13/2009,30,los angeles lakers,season,home,houston rockets,w,5,1,42:03,13,32,0.406,1,4,0.25,6,9,0.667,1,6,7,4,0,0,2,1,33
13,1/14/2009,30,los angeles lakers,season,home,san antonio spurs,l,-1,1,41:38,11,19,0.579,2,3,0.667,5,6,0.833,1,6,7,10,0,1,4,1,29
13,1/16/2009,30,los angeles lakers,season,away,orlando magic,l,-6,1,41:22,10,26,0.385,1,5,0.2,7,8,0.875,2,11,13,11,2,0,6,3,28
13,1/19/2009,30,los angeles lakers,season,away,cleveland cavaliers,w,17,1,40:44,9,22,0.409,1,5,0.2,1,3,0.333,1,5,6,12,1,1,5,1,20
13,1/21/2009,30,los angeles lakers,season,home,los angeles clippers,w,11,1,41:23,5,15,0.333,2,7,0.286,6,6,1,2,8,10,12,1,0,4,3,18
